,0.08,0.02,0.97
213967736,0.10,0.07,1.00
213972656,0.11,0.08,1.00
213977608,0.12,0.08,1.00
213982520,0.11,0.07,1.00
213987448,0.10,0.08,1.00
213992352,0.10,0.08,0.99
213997280,0.12,0.09,1.00
214002200,0.11,0.08,1.01
214007128,0.12,0.08,0.99
214012080,0.10,0.08,0.98
214017000,0.08,0.08,0.99
214021904,0.11,0.08,0.98
214026848,0.08,0.08,1.00
214031768,0.10,0.08,1.00
214036712,0.08,0.08,0.99
214041632,0.09,0.08,0.98
214046528,0.08,0.10,0.98
214051448,0.07,0.09,0.99
214056352,0.08,0.10,0.99
214061296,0.08,0.09,0.98
214066208,0.08,0.09,0.98
214071120,0.09,0.08,0.98
214076048,0.07,0.08,0.98
214080968,0.08,0.10,0.98
214085888,0.07,0.10,0.97
214090816,0.07,0.10,0.97
214095736,0.07,0.09,0.98
214100656,0.08,0.10,0.98
214105576,0.08,0.08,0.98
214110488,0.08,0.10,0.97
214115408,0.07,0.09,0.97
214120336,0.10,0.10,0.95
214125240,0.08,0.09,0.98
214130144,0.08,0.10,0.97
214135064,0.08,0.08,0.97
214139992,0.08,0.08,0.96
214144904,0.10,0.09,0.95
214149816,0.09,0.10,0.96
214154728,0.10,0.10,0.97
214159664,0.09,0.10,0.97
214164568,0.11,0.10,0.97
214169496,0.11,0.11,0.97
214174440,0.10,0.11,0.98
214179384,0.09,0.10,0.96
214184296,0.11,0.10,0.95
214189216,0.12,0.10,0.97
214194136,0.12,0.10,0.96
214199064,0.13,0.08,0.97
214204008,0.12,0.08,0.95
214208928,0.12,0.07,0.95
214213864,0.11,0.08,0.94
214218792,0.10,0.09,0.94
214223720,0.10,0.09,0.93
214228648,0.08,0.09,0.94
214233576,0.07,0.09,0.95
214238488,0.06,0.11,0.96
214243424,0.08,0.09,0.96
214248328,0.07,0.10,0.97
214253248,0.07,0.09,0.97
214258176,0.06,0.09,0.97
214263096,0.07,0.09,0.97
214268024,0.08,0.09,0.97
214272952,0.08,0.10,0.96
214277864,0.08,0.09,0.95
214282784,0.08,0.09,0.96
214287720,0.09,0.10,0.96
214292664,0.07,0.08,0.95
214297576,0.08,0.07,0.96
214302488,0.07,0.08,0.95
214307424,0.06,0.08,0.96
214312376,0.08,0.08,0.96
214317304,0.05,0.08,0.95
214322216,0.07,0.08,0.94
214327136,0.07,0.09,0.96
214332048,0.07,0.08,0.96
214336992,0.08,0.06,0.96
214341912,0.08,0.07,0.97
214346824,0.09,0.03,0.97
214351744,0.09,0.05,0.97
214356664,0.09,0.05,0.97
214361576,0.08,0.03,0.97
214366496,0.07,0.04,0.98
214371400,0.08,0.02,0.98
214376312,0.06,0.02,0.97
214381240,0.08,0.03,0.99
214386152,0.06,0.02,1.00
214391072,0.04,0.01,0.99
214396016,0.06,0.03,0.98
214400936,0.05,0.04,1.00
214405832,0.06,0.03,1.00
214410736,0.07,0.02,0.99
214415680,0.07,0.03,0.99
214420576,0.06,0.02,1.01
214425488,0.07,0.03,1.00
214430400,0.07,0.03,1.01
214435320,0.07,0.03,0.98
214440224,0.07,0.03,1.02
214445160,0.07,0.01,1.01
214450096,0.08,0.01,1.00
214455008,0.08,0.01,1.00
214459928,0.06,-0.01,1.00
214464880,0.06,-0.00,1.01
214469832,0.07,0.00,1.01
214474736,0.07,-0.01,1.02
214479728,0.07,-0.01,1.00
214484680,0.05,0.01,1.01
214489624,0.06,-0.01,1.00
214494584,0.05,0.01,1.01
214499528,0.06,0.02,1.00
214504440,0.05,-0.00,1.00
214509384,0.07,0.01,1.01
214514312,0.05,0.01,1.00
214519224,0.05,-0.00,1.01
214524184,0.06,0.01,1.02
214529112,0.06,0.01,0.99
214534032,0.06,0.01,0.99
214538960,0.08,0.01,1.00
214543848,0.05,0.02,0.99
214548744,0.07,0.03,0.99
214553672,0.08,0.02,0.98
214558584,0.08,0.03,0.98
214563496,0.08,0.03,0.97
214568408,0.08,0.02,0.97
214573336,0.08,0.03,0.97
214578264,0.06,0.04,0.98
214583168,0.06,0.02,0.96
214588104,0.07,0.03,0.95
214593040,0.06,0.02,0.94
214597968,0.07,0.01,0.95
214602896,0.07,0.03,0.94
214607808,0.08,-0.00,0.95
214612752,0.06,0.05,0.94
214617680,0.07,0.04,0.94
214622592,0.05,0.04,0.92
214627512,0.06,0.04,0.92
214632408,0.07,0.04,0.92
214637328,0.06,0.04,0.93
214642264,0.07,0.03,0.92
214647184,0.09,0.06,0.93
214652088,0.08,0.04,0.92
214657000,0.07,0.06,0.91
214661928,0.08,0.05,0.92
214666840,0.08,0.05,0.92
214671752,0.09,0.05,0.91
214676680,0.08,0.06,0.91
214681592,0.08,0.06,0.92
214686520,0.08,0.05,0.90
214691424,0.07,0.04,0.92
214696360,0.06,0.06,0.91
214701272,0.07,0.04,0.91
214706192,0.04,0.05,0.92
214711096,0.06,0.06,0.91
214716024,0.04,0.06,0.92
214720952,0.03,0.07,0.92
214725872,0.05,0.08,0.92
214730776,0.04,0.07,0.92
214735712,0.03,0.07,0.93
214740672,0.02,0.09,0.92
214745624,0.03,0.09,0.91
214750552,0.03,0.12,0.91
214755480,0.02,0.10,0.92
214760400,0.03,0.12,0.92
214765352,0.05,0.12,0.92
214770280,0.05,0.12,0.90
214775216,0.05,0.13,0.92
214780160,0.08,0.16,0.92
214785104,0.07,0.17,0.90
214790048,0.11,0.17,0.90
214794984,0.11,0.19,0.88
214799920,0.12,0.18,0.91
214804872,0.15,0.21,0.91
214809816,0.15,0.14,0.90
214814752,0.25,0.13,0.89
214819704,0.25,0.14,0.87
214824664,0.20,0.10,0.88
214829608,0.23,-0.71,1.85
214834592,-0.09,-0.44,1.58
214839624,0.64,-0.22,1.87
214844616,0.60,-0.16,1.61
214849608,0.01,-0.35,1.40
214854592,-0.04,-0.21,1.36
214859608,0.18,-0.13,1.38
214864608,0.28,-0.05,1.38
214869576,0.27,-0.09,1.36
214874552,0.18,-0.08,1.26
214879536,0.06,-0.06,1.16
214884520,0.05,0.05,1.08
214889432,-0.04,-0.05,1.00
214839624,214889432,1.99,0.64,-0.22,1.87,tap-1
214951264,0.18,-0.08,0.97
214956216,0.22,-0.12,0.94
214961192,0.16,-0.05,0.94
214966152,0.15,-0.04,0.94
214971128,0.22,-0.06,0.93
214976088,0.20,-0.04,0.93
214981048,0.21,-0.04,0.94
214986024,0.21,-0.03,0.90
214991000,0.18,-0.00,0.90
214995968,0.18,-0.01,0.87
215000944,0.19,-0.00,0.87
215005912,0.16,0.01,0.86
215010864,0.16,0.02,0.85
215015784,0.17,0.01,0.83
215020728,0.16,0.03,0.82
215025656,0.13,0.05,0.83
215030616,0.14,0.04,0.81
215035552,0.15,0.06,0.80
215040464,0.16,0.06,0.80
215045376,0.15,0.06,0.80
215050296,0.14,0.08,0.82
215055216,0.14,0.06,0.83
215060152,0.15,0.06,0.86
215065096,0.13,0.05,0.84
215070032,0.11,0.05,0.84
215074992,0.10,0.03,0.84
215079928,0.09,0.04,0.86
215084840,0.08,0.03,0.88
215089744,0.07,0.03,0.89
215094664,0.03,0.04,0.87
215099600,-0.01,0.03,0.88
215104544,-0.02,0.04,0.87
215109488,-0.04,0.04,0.87
215114448,-0.07,0.04,0.88
215119392,-0.09,0.05,0.90
215124328,-0.09,0.05,0.89
215129296,-0.07,0.05,0.90
215134224,-0.11,0.04,0.90
215139184,-0.08,0.05,0.92
215144120,-0.11,0.03,0.92
215149112,-0.11,0.03,0.93
215154088,-0.11,0.02,0.94
215159096,-0.11,0.01,0.94
215164088,-0.10,0.01,0.94
215169056,-0.10,0.00,0.94
215174024,-0.10,-0.01,0.94
215179032,-0.13,-0.00,0.95
215184056,-0.11,0.00,0.94
215189048,-0.10,0.01,0.95
215194040,-0.10,0.01,0.95
215199016,-0.10,0.01,0.93
215204000,-0.08,0.02,0.94
215208960,-0.06,0.02,0.92
215213920,-0.04,0.01,0.92
215218880,-0.05,0.04,0.91
215223824,-0.05,0.02,0.90
215228760,-0.05,0.02,0.90
215233704,-0.03,0.02,0.90
215238648,-0.05,0.03,0.89
215243616,-0.03,0.03,0.91
215248568,-0.00,0.03,0.92
215253528,0.01,0.02,0.91
215258448,0.01,0.02,0.92
215263392,0.05,-0.00,0.93
215268360,0.09,0.05,0.91
215273264,0.09,-0.06,0.94
215278216,0.06,-0.07,0.96
215283160,0.10,-0.33,1.39
215288152,-0.18,-0.45,1.29
215293160,0.26,-0.45,1.79
215298152,0.38,-0.33,1.59
215303152,-0.15,-0.42,1.43
215308184,-0.22,-0.35,1.33
215313200,-0.05,-0.22,1.34
215318224,0.04,-0.19,1.35
215323224,0.07,-0.15,1.34
215328200,0.02,-0.14,1.31
215333200,-0.03,-0.13,1.25
215338240,-0.06,-0.11,1.16
215343264,-0.04,-0.08,1.08
215348248,0.02,-0.06,1.02
215293160,215348248,1.87,0.26,-0.45,1.79,tap-2
215410056,0.03,-0.05,0.99
215415016,0.08,-0.06,1.01
215419984,0.06,-0.05,1.00
215424896,0.06,-0.04,1.00
215429856,0.05,-0.03,0.99
215434808,0.04,-0.04,0.98
215439760,0.03,-0.03,0.97
215444728,0.02,-0.02,0.97
215449680,0.03,0.00,0.97
215454608,0.05,-0.00,0.95
215459536,0.05,0.01,0.97
215464480,0.05,0.01,0.97
215469432,0.05,0.03,0.95
215474360,0.05,0.02,0.96
215479280,0.07,0.02,0.96
215484200,0.09,0.03,0.96
215489112,0.10,0.03,0.96
215494032,0.12,0.04,0.94
215498992,0.12,0.05,0.95
215503928,0.12,0.05,0.96
215508864,0.15,0.05,0.95
215513792,0.16,0.03,0.95
215518712,0.16,0.03,0.95
215523656,0.16,0.03,0.95
215528600,0.16,0.02,0.94
215533528,0.15,0.03,0.93
215538464,0.14,0.02,0.93
215543400,0.15,0.03,0.94
215548352,0.14,0.03,0.92
215553280,0.15,0.03,0.92
215558224,0.15,0.03,0.93
215563160,0.15,0.04,0.91
215568096,0.13,0.04,0.93
215573048,0.12,0.07,0.93
215577984,0.12,0.06,0.95
215582952,0.11,0.05,0.96
215587880,0.09,0.05,0.94
215592784,0.10,0.08,0.95
215597712,0.11,0.07,0.95
215602648,0.10,0.07,0.95
215607600,0.12,0.07,0.95
215612520,0.10,0.06,0.95
215617432,0.13,0.07,0.95
215622376,0.12,0.06,0.95
215627304,0.13,0.06,0.94
215632248,0.11,0.06,0.95
215637168,0.10,0.05,0.96
215642072,0.11,0.06,0.95
215647008,0.12,0.06,0.95
215651952,0.10,0.07,0.94
215656880,0.12,0.06,0.95
215661808,0.11,0.06,0.94
215666744,0.12,0.05,0.95
215671688,0.14,0.06,0.95
215676632,0.11,0.04,0.95
215681576,0.13,0.06,0.97
215686504,0.15,0.06,0.94
215691432,0.15,0.06,0.95
215696376,0.16,0.07,0.97
215701304,0.16,0.07,0.97
215706248,0.16,0.05,0.97
215711168,0.16,0.07,0.98
215716096,0.17,0.06,0.98
215721024,0.16,0.05,0.98
215725960,0.18,0.06,0.98
215730880,0.18,0.07,0.99
215735816,0.19,0.05,0.98
215740736,0.19,0.07,1.00
215745680,0.21,0.10,0.99
215750608,0.17,0.07,1.00
215755544,0.28,0.04,0.98
215760464,0.18,0.06,1.00
215765384,0.09,0.05,0.97
215770296,0.17,0.06,0.98
215775200,0.17,0.06,0.97
215780136,0.15,0.06,0.99
215785056,0.14,0.05,0.98
215790000,0.13,0.08,0.97
215794936,0.12,0.06,0.98
215799864,0.12,0.06,0.97
215804800,0.13,0.07,0.97
215809728,0.13,0.06,0.97
215814680,0.11,0.06,0.98
215819616,0.11,0.07,0.96
215824568,0.11,0.05,0.96
215829496,0.10,0.05,0.97
215834408,0.12,0.05,0.98
215839344,0.11,0.06,0.99
215844272,0.10,0.06,0.98
215849200,0.10,0.05,0.96
215854128,0.11,0.06,0.96
215859048,0.12,0.05,0.97
215863992,0.13,0.05,0.97
215868936,0.10,0.05,0.97
215873848,0.10,0.06,0.95
215878760,0.12,0.04,0.96
215883704,0.11,0.06,0.97
215888648,0.10,0.06,0.97
215893584,0.07,0.11,0.97
215898504,0.12,0.06,0.96
215903432,0.08,0.07,0.97
215908344,0.10,0.06,0.98
215913272,0.10,0.06,0.96
215918192,0.10,0.07,0.97
215923112,0.10,0.07,0.97
215928032,0.11,0.06,0.97
215932976,0.09,0.08,0.98
215937888,0.10,0.06,0.98
215942808,0.14,0.06,0.98
215947728,0.13,0.06,0.98
215952680,0.12,0.06,0.99
215957616,0.14,0.05,0.99
215962544,0.11,0.06,0.99
215967480,0.14,0.06,1.00
215972408,0.13,0.06,1.02
215977360,0.14,0.06,1.02
215982304,0.13,0.06,1.01
215987248,0.13,0.06,1.02
215992168,0.14,0.06,1.00
215997088,0.13,0.05,1.00
216002008,0.13,0.09,1.01
216006952,0.13,0.08,1.01
216011888,0.14,0.08,1.02
216016808,0.14,0.09,1.00
216021720,0.17,0.08,1.01
216026672,0.14,0.08,1.00
216031592,0.15,0.08,0.99
216036520,0.15,0.07,1.00
216041432,0.14,0.07,1.00
216046376,0.14,0.07,1.01
216051328,0.15,0.08,1.00
216056240,0.14,0.06,1.00
216061144,0.13,0.09,0.99
216066072,0.12,0.10,0.98
216071008,0.11,0.07,0.99
216075952,0.11,0.08,0.98
216080912,0.12,0.09,1.00
216085832,0.11,0.09,1.00
216090744,0.11,0.08,0.98
216095688,0.11,0.09,0.98
216100624,0.10,0.08,0.98
216105568,0.11,0.09,0.99
216110496,0.10,0.09,1.00
216115432,0.09,0.08,0.98
216120352,0.11,0.09,0.98
216125264,0.09,0.10,1.00
216130168,0.07,0.10,0.98
216135080,0.09,0.08,0.97
216140024,0.10,0.09,0.97
216144952,0.07,0.09,0.97
216149872,0.08,0.08,0.96
216154776,0.10,0.09,0.97
216159688,0.10,0.09,0.95
216164632,0.11,0.08,0.94
216169560,0.11,0.09,0.95
216174480,0.11,0.10,0.94
216179416,0.12,0.09,0.95
216184352,0.12,0.09,0.94
216189288,0.13,0.08,0.95
216194232,0.12,0.09,0.93
216199144,0.12,0.08,0.94
216204072,0.11,0.09,0.94
216209016,0.13,0.08,0.94
216213968,0.14,0.08,0.94
216218912,0.13,0.08,0.92
216223832,0.14,0.09,0.92
216228760,0.15,0.07,0.92
216233696,0.15,0.08,0.93
216238656,0.15,0.07,0.93
216243592,0.14,0.07,0.92
216248536,0.14,0.08,0.92
216253456,0.16,0.08,0.93
216258392,0.16,0.08,0.91
216263336,0.13,0.07,0.94
216268272,0.16,0.06,0.94
216273200,0.14,0.06,0.93
216278136,0.14,0.07,0.94
216283064,0.13,0.07,0.94
216288008,0.13,0.08,0.94
216292952,0.14,0.07,0.94
216297880,0.13,0.09,0.94
216302800,0.11,0.08,0.94
216307736,0.11,0.09,0.94
216312672,0.10,0.08,0.94
216317608,0.10,0.07,0.94
216322536,0.11,0.09,0.95
216327456,0.08,0.08,0.97
216332368,0.08,0.10,0.97
216337280,0.06,0.10,0.96
216342184,0.06,0.10,0.95
216347096,0.06,0.10,0.98
216352024,0.03,0.10,0.97
216356952,0.03,0.09,0.98
216361872,0.03,0.08,0.97
216366816,0.03,0.09,0.99
216371728,0.01,0.09,0.97
216376656,0.00,0.09,0.97
216381608,0.02,0.08,0.97
216386520,0.02,0.07,0.97
216391432,-0.05,0.15,0.98
216396424,0.05,0.05,0.97
216401344,0.03,0.05,0.98
216406256,0.02,0.03,0.96
216411176,-0.02,0.03,0.96
216416136,0.04,0.03,0.95
216421056,0.04,0.02,0.96
216425984,0.03,0.03,0.97
216430912,0.05,0.01,0.98
216435824,0.06,0.01,0.97
216440768,0.04,0.01,0.96
216445680,0.05,0.00,0.97
216450624,0.10,-0.00,0.98
216455592,0.10,0.00,0.97
216460512,0.08,-0.00,0.95
216465464,0.10,0.01,0.95
216470392,0.10,-0.04,0.98
216475352,0.11,-0.02,0.95
216480344,0.08,-0.01,0.95
216485320,0.09,-0.01,0.95
216490272,0.10,-0.02,0.95
216495224,0.09,-0.01,0.96
216500192,0.10,-0.01,0.96
216505144,0.10,-0.01,0.97
216510112,0.10,-0.02,0.96
216515064,0.11,-0.03,0.98
216520056,0.14,-0.03,0.97
216525040,0.14,-0.03,0.98
216530032,0.14,-0.05,1.00
216535008,0.13,-0.05,0.99
216539992,0.15,-0.07,0.98
216544968,0.16,-0.08,1.00
216549952,0.15,-0.07,0.98
216554896,0.13,-0.08,0.98
216559872,0.14,-0.08,0.98
216564840,0.12,-0.06,1.00
216569800,0.10,-0.08,0.98
216574744,0.10,-0.08,1.00
216579696,0.10,-0.07,0.99
216584656,0.12,-0.12,0.98
216589648,0.14,-0.04,0.99
216594608,0.15,-0.11,0.99
216599576,0.12,-0.07,1.00
216604536,0.10,-0.06,0.98
216609472,0.08,-0.08,0.99
216614408,0.10,-0.07,1.00
216619368,0.12,-0.06,0.98
216624336,0.09,-0.06,0.98
216629264,0.08,-0.06,0.99
216634208,0.07,-0.05,0.98
216639168,0.08,-0.06,0.97
216644136,0.09,-0.05,0.96
216649080,0.07,-0.04,0.97
216654040,0.07,-0.03,0.96
216659008,0.06,-0.06,1.00
216663952,0.07,-0.03,0.96
216668936,0.07,-0.01,0.98
216673896,0.05,-0.01,0.98
216678864,0.08,-0.02,0.97
216683792,0.09,-0.01,0.96
216688760,0.08,-0.02,0.96
216693720,0.08,0.01,0.95
216698672,0.08,-0.01,0.95
216703640,0.08,-0.01,0.94
216708616,0.14,-0.03,0.94
216713592,0.05,0.03,0.94
216718512,0.04,0.01,0.95
216723424,0.09,-0.00,0.94
216728376,0.06,0.03,0.95
216733304,0.04,0.02,0.94
216738208,0.06,0.01,0.96
216743136,0.05,0.02,0.95
216748056,0.04,0.01,0.96
216752976,0.05,0.04,0.97
216757904,0.05,0.03,0.97
216762800,0.03,0.02,0.96
216767712,0.03,0.02,0.95
216772640,0.03,0.02,0.96
216777568,0.03,0.03,0.95
216782504,0.03,0.01,0.95
216787456,0.05,0.01,0.96
216792376,0.05,0.03,0.97
216797312,0.03,0.01,0.96
216802232,0.03,0.02,0.97
216807136,0.04,0.02,0.98
216812056,0.05,0.04,0.98
216816968,0.05,0.04,0.97
216821888,0.05,0.03,0.97
216826816,0.05,0.01,0.97
216831744,0.05,0.03,0.96
216836680,0.05,0.04,0.96
216841600,0.05,0.03,0.97
216846544,0.04,0.03,0.97
216851456,0.04,0.03,0.95
216856368,0.02,0.04,0.98
216861272,0.02,0.05,0.96
216866200,0.00,0.05,0.93
216871120,-0.00,0.05,0.95
216876064,0.01,0.09,0.92
216880984,0.02,0.10,0.94
216885944,0.02,0.11,0.91
216890896,0.04,0.10,0.92
216895800,0.07,0.12,0.90
216900728,0.10,0.11,0.93
216905672,0.18,0.17,0.92
216910624,0.16,0.06,0.94
216915576,0.21,0.08,0.92
216920504,0.20,0.04,0.88
216925416,0.21,0.04,0.89
216930352,0.30,0.06,0.88
216935296,0.22,-0.01,0.82
216940272,0.27,-0.41,1.10
216945272,0.09,-0.49,1.17
216950264,0.38,-0.41,1.61
216955272,0.59,-0.27,1.50
216960272,0.01,-0.38,1.27
216965296,-0.23,-0.28,1.18
216970360,0.04,-0.09,1.21
216975336,0.22,-0.09,1.29
216980328,0.22,-0.07,1.28
216985320,0.12,-0.14,1.24
216990344,0.04,-0.20,1.22
216995328,0.07,-0.14,1.15
217000336,0.05,-0.08,1.11
217005328,0.07,-0.13,1.08
217010304,0.17,-0.13,1.03
216950264,217010304,1.70,0.38,-0.41,1.61,tap-1
217072128,0.20,0.03,0.95
217077048,0.26,0.03,0.93
217081992,0.26,0.05,0.90
217086928,0.28,0.04,0.92
217091872,0.27,0.05,0.87
217096800,0.23,0.06,0.85
217101728,0.22,0.08,0.85
217106672,0.22,0.08,0.83
217111624,0.20,0.10,0.82
217116560,0.21,0.12,0.83
217121496,0.15,0.11,0.82
217126440,0.14,0.12,0.81
217131384,0.14,0.12,0.81
217136344,0.12,0.11,0.80
217141272,0.11,0.12,0.82
217146232,0.07,0.13,0.82
217151168,0.09,0.10,0.83
217156104,0.10,0.09,0.84
217161016,0.06,0.08,0.85
217165944,0.05,0.07,0.86
217170880,0.06,0.06,0.87
217175800,0.03,0.05,0.87
217180728,-0.02,0.05,0.87
217185688,-0.00,0.04,0.88
217190664,-0.02,0.03,0.87
217195632,-0.03,0.02,0.88
217200600,-0.04,0.01,0.90
217205584,-0.05,0.01,0.91
217210544,-0.08,-0.01,0.90
217215536,-0.08,0.02,0.91
217220504,-0.10,0.01,0.93
217225480,-0.12,0.00,0.93
217230456,-0.12,-0.01,0.93
217235480,-0.15,-0.01,0.94
217240496,-0.14,0.01,0.91
217245480,-0.13,-0.01,0.94
217250488,-0.14,-0.00,0.94
217255488,-0.13,-0.01,0.94
217260488,-0.15,-0.02,0.95
217265496,-0.16,-0.03,0.95
217270504,-0.16,0.01,0.95
217275480,-0.14,-0.02,0.95
217280472,-0.15,-0.01,0.96
217285480,-0.14,-0.03,0.96
217290504,-0.13,-0.02,0.95
217295512,-0.07,-0.10,0.95
217300488,-0.06,-0.05,0.94
217305456,-0.16,-0.02,0.94
217310472,-0.16,-0.01,0.94
217315480,-0.13,-0.03,0.92
217320488,-0.13,-0.00,0.91
217325480,-0.09,-0.03,0.92
217330488,-0.10,-0.02,0.90
217335488,-0.09,-0.01,0.90
217340512,-0.07,-0.01,0.90
217345512,-0.04,0.00,0.89
217350464,-0.03,0.01,0.89
217355424,-0.04,0.02,0.88
217360352,-0.01,0.03,0.88
217365312,0.01,0.04,0.89
217370224,0.02,0.01,0.87
217375160,0.04,-0.01,0.94
217380112,0.15,-0.01,0.95
217385096,0.09,-0.45,1.45
217390064,-0.02,-0.45,1.35
217395096,0.32,-0.37,1.78
217400096,0.21,-0.28,1.53
217405104,-0.11,-0.36,1.45
217410160,-0.14,-0.26,1.38
217415176,-0.06,-0.12,1.37
217420192,-0.07,-0.09,1.34
217425184,-0.11,-0.05,1.33
217430224,-0.15,-0.03,1.27
217435248,-0.17,-0.03,1.21
217440328,-0.18,-0.01,1.15
217445360,-0.17,-0.03,1.06
217450400,-0.11,-0.04,1.00
217395096,217450400,1.84,0.32,-0.37,1.78,tap-2
217512288,0.01,-0.05,1.00
217517240,0.04,-0.05,1.02
217522168,0.04,-0.04,1.02
217527128,0.01,-0.04,1.02
217532088,0.00,-0.05,1.02
217537032,-0.02,-0.04,1.01
217542024,-0.00,-0.02,1.00
217547024,-0.03,-0.01,1.03
217552056,-0.03,0.00,1.01
217557024,-0.02,-0.03,1.01
217562064,0.00,-0.01,1.01
217566952,-0.00,0.00,0.99
217571928,-0.00,0.01,1.00
217576904,-0.02,0.02,1.02
217581888,0.05,0.03,0.97
217586808,0.02,0.06,0.99
217591728,0.04,0.03,0.99
217596632,0.05,0.04,0.97
217601552,0.05,0.04,0.95
217606464,0.08,0.05,0.95
217611360,0.10,0.05,0.95
217616296,0.08,0.05,0.94
217621200,0.09,0.05,0.94
217626104,0.09,0.04,0.94
217631008,0.10,0.05,0.93
217635944,0.08,0.06,0.93
217640872,0.08,0.04,0.93
217645784,0.09,0.04,0.93
217650688,0.10,0.04,0.94
217655608,0.10,0.05,0.97
217660536,0.08,0.06,0.95
217665440,0.08,0.05,0.96
217670360,0.06,0.05,0.97
217675280,0.06,0.06,0.95
217680200,0.03,0.07,0.96
217685112,0.02,0.08,0.97
217690048,0.02,0.08,0.97
217694968,0.03,0.08,0.96
217699920,0.02,0.08,0.96
217704824,0.04,0.06,0.97
217709736,0.04,0.07,0.97
217714632,0.03,0.08,0.97
217719568,0.04,0.08,0.97
217724472,0.06,0.07,0.97
217729384,0.05,0.08,0.95
217734304,0.05,0.08,0.96
217739208,0.05,0.08,0.95
217744112,0.05,0.07,0.94
217749032,0.07,0.08,0.94
217753968,0.07,0.10,0.93
217758896,0.06,0.10,0.94
217763816,0.08,0.08,0.94
217768728,0.06,0.09,0.95
217773632,0.09,0.09,0.95
217778568,0.09,0.10,0.95
217783480,0.10,0.09,0.95
217788376,0.12,0.08,0.95
217793312,0.12,0.08,0.94
217798240,0.12,0.08,0.95
217803184,0.16,0.11,0.98
217808128,0.13,0.07,0.96
217813064,0.14,0.07,0.95
217817992,0.16,0.06,0.95
217822936,0.16,0.09,0.95
217827888,0.16,0.08,0.96
217832824,0.15,0.08,0.97
217837768,0.16,0.10,0.97
217842696,0.16,0.09,0.97
217847632,0.16,0.08,0.95
217852584,0.15,0.08,0.96
217857512,0.16,0.08,0.97
217862440,0.15,0.08,0.97
217867368,0.15,0.09,0.97
217872304,0.16,0.07,0.95
217877240,0.15,0.09,0.94
217882176,0.14,0.06,0.94
217887112,0.17,0.07,0.94
217892040,0.16,0.08,0.92
217896952,0.18,0.08,0.92
217901920,0.15,0.08,0.92
217906872,0.15,0.09,0.91
217911816,0.17,0.10,0.92
217916744,0.16,0.14,0.91
217921688,0.12,0.13,0.90
217926640,0.13,0.11,0.90
217931576,0.18,0.09,0.90
217936480,0.19,0.11,0.90
217941408,0.20,0.10,0.89
217946352,0.19,0.09,0.91
217951280,0.18,0.11,0.90
217956216,0.15,0.07,0.92
217961144,0.15,0.10,0.90
217966064,0.14,0.09,0.90
217970984,0.16,0.08,0.91
217975928,0.16,0.08,0.90
217980856,0.13,0.08,0.91
217985784,0.12,0.08,0.92
217990712,0.13,0.08,0.93
217995656,0.11,0.08,0.93
218000600,0.12,0.08,0.92
218005544,0.09,0.08,0.94
218010448,0.10,0.06,0.94
218015376,0.12,0.05,0.94
218020320,0.07,0.08,0.96
218025232,0.13,0.03,0.96
218030160,0.06,0.05,0.94
218035056,0.12,0.05,0.94
218040000,0.10,0.07,0.97
218044960,0.05,0.07,0.96
218049896,0.06,0.05,0.97
218054840,0.09,0.04,0.96
218059752,0.05,0.04,0.98
218064656,0.07,0.06,0.97
218069608,0.04,0.03,0.98
218074528,0.03,0.10,0.98
218079464,0.05,0.05,0.97
218084368,0.05,0.03,0.98
218089296,0.07,0.03,0.97
218094200,0.09,0.02,0.98
218099104,0.07,0.02,0.99
218104040,0.07,0.00,0.99
218108952,0.10,-0.50,2.14
218113936,0.09,0.03,1.00
218118872,0.09,-0.01,0.99
218123824,0.09,0.02,1.01
218128744,0.05,0.03,1.01
218133664,0.17,0.02,1.02
218138608,0.04,0.03,1.02
218143536,0.04,0.03,1.00
218148416,0.08,0.03,1.01
218153336,0.10,0.04,1.00
218158248,0.07,0.02,1.00
218163144,0.08,0.03,1.00
218168056,0.08,0.03,1.01
218172960,0.09,0.04,1.00
218177880,0.08,0.01,1.01
218182808,0.09,0.01,1.00
218187720,0.08,0.03,1.01
218192632,0.10,0.02,0.99
218197568,0.09,0.01,0.99
218202480,0.10,-0.01,1.00
218207440,0.19,-0.03,0.99
218212384,0.03,0.07,0.98
218217304,0.07,0.01,0.99
218222216,0.10,0.01,1.00
218227144,0.10,0.03,1.00
218232056,0.10,0.02,0.99
218236968,0.10,0.01,0.99
218241912,0.08,0.03,1.00
218246824,0.10,0.03,1.00
218251728,0.10,0.03,0.99
218256664,0.07,0.04,1.00
218261576,0.20,-0.03,1.01
218266544,0.10,0.01,0.99
218271448,0.05,0.03,0.99
218276368,0.07,0.02,1.01
218281288,0.07,0.02,1.00
218286184,0.05,0.03,0.99
218291080,0.07,0.02,0.99
218295992,0.07,0.02,0.97
218300944,0.07,0.03,0.97
218305880,0.06,0.03,0.98
218310784,0.05,0.03,0.97
218315696,0.06,0.02,0.97
218320632,0.08,0.03,0.98
218325576,0.07,0.02,0.98
218330488,0.13,0.03,0.99
218335424,0.07,0.02,0.97
218340344,0.08,0.03,0.97
218345272,0.09,0.04,0.98
218350176,0.09,0.04,0.98
218355088,0.10,0.02,0.97
218360024,0.13,-0.01,0.98
218365000,0.08,0.05,0.97
218369928,0.08,0.03,0.98
218374848,0.08,0.03,0.97
218379768,0.07,0.02,0.96
218384680,0.09,0.04,0.96
