,0.08,0.02,0.97
264641800,0.17,0.06,0.79
264646744,0.20,0.10,0.80
264651664,0.15,0.09,0.80
264656584,0.16,0.08,0.81
264661528,0.15,0.08,0.84
264666456,0.13,0.08,0.81
264671400,0.12,0.06,0.84
264676344,0.10,0.06,0.83
264681256,0.07,0.04,0.83
264686168,0.04,0.05,0.84
264691088,0.05,0.05,0.83
264696024,0.01,0.03,0.83
264700952,0.00,0.05,0.82
264705864,-0.01,0.05,0.80
264710800,-0.02,0.05,0.81
264715760,0.00,0.03,0.79
264720608,0.00,0.03,0.79
264725432,0.01,0.05,0.82
264730368,-0.00,0.02,0.80
264735344,-0.01,0.03,0.79
264740288,-0.03,0.04,0.79
264745264,0.06,0.02,0.79
264750184,-0.02,0.06,0.81
264755136,-0.02,0.02,0.84
264760120,0.03,0.01,0.83
264765072,-0.02,0.01,0.85
264770072,-0.03,0.01,0.86
264775024,-0.02,-0.00,0.86
264780080,-0.04,-0.02,0.87
264785088,-0.05,-0.02,0.87
264790064,-0.06,-0.03,0.88
264795072,-0.05,-0.03,0.87
264800080,-0.08,-0.05,0.88
264805056,-0.07,-0.04,0.87
264810080,-0.08,-0.05,0.87
264815056,-0.09,-0.05,0.86
264820056,-0.07,-0.04,0.86
264825056,-0.05,-0.06,0.87
264830064,-0.07,-0.03,0.88
264835088,-0.07,-0.05,0.87
264840088,-0.05,-0.04,0.90
264845072,-0.03,-0.03,0.90
264850064,0.01,-0.04,0.94
264855032,0.06,-0.03,0.98
264860008,0.03,-0.06,1.02
264864968,0.08,-0.04,1.04
264869904,0.15,-0.05,1.08
264874864,0.09,-0.03,1.08
264879840,0.17,-0.14,1.08
264884824,0.21,-0.13,1.11
264889824,-0.05,-0.68,1.88
264894824,0.23,-0.48,1.86
264899816,0.56,-0.48,1.90
264904808,-0.03,-0.52,1.66
264909832,-0.18,-0.56,1.62
264914856,-0.21,-0.27,1.54
264919904,-0.10,-0.20,1.51
264924912,-0.02,-0.14,1.45
264929968,-0.01,-0.14,1.39
264935000,-0.10,-0.10,1.32
264940008,-0.18,-0.09,1.25
264945032,-0.22,-0.09,1.17
264950104,-0.20,-0.11,1.14
264955144,-0.09,-0.11,1.05
264960176,0.03,-0.12,0.98
264899816,264960176,2.03,0.56,-0.48,1.90,tap-2
265021960,0.15,-0.04,1.02
265026936,0.11,-0.05,1.01
265031912,0.07,-0.05,0.98
265036848,0.07,-0.06,0.96
265041800,0.05,-0.05,0.96
265046760,0.03,-0.04,0.95
265051736,0.02,-0.03,0.94
265056712,-0.01,-0.02,0.92
265061720,0.00,-0.03,0.94
265066608,0.00,-0.04,0.94
265071560,-0.01,-0.01,0.92
265076568,0.01,-0.01,0.94
265081528,0.00,0.01,0.90
265086432,0.03,-0.01,0.92
265091432,0.04,0.01,0.92
265096376,0.05,0.01,0.92
265101280,0.06,0.00,0.89
265106176,0.05,0.01,0.90
265111064,0.06,0.01,0.90
265115976,0.06,0.02,0.90
265120880,0.07,0.03,0.90
265125776,0.07,0.02,0.88
265130712,0.05,0.02,0.90
265135624,0.05,0.02,0.89
265140528,0.06,0.03,0.89
265145448,0.06,0.02,0.90
265150376,0.07,0.01,0.89
265155328,0.07,0.01,0.88
265160256,0.06,-0.01,0.89
265165208,0.07,-0.00,0.89
265170160,0.07,-0.00,0.90
265175096,0.08,0.00,0.92
265180016,0.05,0.01,0.92
265184968,0.05,0.01,0.93
265189912,0.06,0.01,0.94
265194840,0.07,0.02,0.95
265199752,0.07,0.03,0.93
265204696,0.07,0.02,0.95
265209632,0.07,0.03,0.94
265214552,0.10,0.03,0.97
265219480,0.11,0.03,0.96
265224440,0.10,0.04,0.95
265229368,0.10,0.05,0.95
265234296,0.10,0.05,0.93
265239208,0.09,0.06,0.94
265244120,0.10,0.04,0.94
265249064,0.11,0.05,0.94
265253992,0.11,0.05,0.94
265258920,0.11,0.05,0.93
265263840,0.13,0.04,0.94
265268776,0.12,0.04,0.94
265273720,0.14,0.04,0.94
265278664,0.14,0.04,0.95
265283576,0.13,0.03,0.97
265288544,0.12,0.03,0.95
265293464,0.12,0.03,0.94
265298408,0.13,0.03,0.96
265303352,0.14,0.03,0.95
265308296,0.15,0.03,0.96
265313240,0.14,0.02,0.96
265318168,0.15,0.02,0.96
265323120,0.15,0.01,0.97
265328072,0.14,0.03,0.97
265333024,0.15,0.02,0.95
265337968,0.14,0.04,0.95
265342888,0.14,0.03,0.94
265347824,0.14,0.03,0.95
265352768,0.14,0.03,0.95
265357712,0.15,0.04,0.94
265362656,0.13,0.04,0.94
265367592,0.14,0.03,0.95
265372520,0.15,0.03,0.94
265377448,0.16,0.03,0.95
265382400,0.16,0.02,0.95
265387336,0.15,0.03,0.95
265392280,0.15,0.02,0.95
265397208,0.15,0.02,0.95
265402144,0.15,0.03,0.95
265407096,0.18,0.05,0.96
265412040,0.15,0.01,0.94
265416992,0.15,0.03,0.94
265421920,0.15,0.03,0.95
265426840,0.15,0.02,0.95
265431776,0.13,0.01,0.95
265436728,0.14,0.02,0.95
265441672,0.15,0.03,0.95
265446600,0.14,0.02,0.95
265451512,0.14,0.03,0.95
265456456,0.14,0.02,0.97
265461400,0.13,0.01,0.94
265466344,0.12,0.02,0.95
265471272,0.13,0.01,0.95
265476216,0.14,0.00,0.97
265481144,0.15,0.01,0.96
265486096,0.14,0.00,0.97
265491048,0.15,0.02,0.98
265495976,0.16,-0.03,0.97
265500952,0.11,0.03,0.97
265505880,0.09,0.01,0.97
265510816,0.14,0.02,0.98
265515728,0.13,0.02,0.98
265520680,0.12,0.01,0.97
265525640,0.13,0.03,0.96
265530576,0.12,0.03,0.96
265535480,0.13,0.03,0.96
265540432,0.13,0.04,0.95
265545368,0.13,0.03,0.96
265550312,0.11,0.05,0.95
265555240,0.11,0.03,0.94
265560168,0.11,0.05,0.96
265565104,0.11,0.04,0.96
265570040,0.13,0.03,0.96
265575008,0.14,0.03,0.95
265579944,0.13,0.04,0.94
265584888,0.14,0.05,0.95
265589816,0.13,0.05,0.95
265594744,0.12,0.05,0.94
265599688,0.08,0.04,0.95
265604616,0.19,0.07,0.94
265609536,0.11,0.05,0.96
265614472,0.15,0.05,0.97
265619408,0.18,0.05,0.97
265624360,0.18,0.07,0.95
265629296,0.16,0.06,0.96
265634224,0.18,0.03,0.98
265639152,0.16,0.06,0.97
265644088,0.18,0.05,0.98
265649008,0.20,0.06,0.98
265653944,0.17,0.06,0.98
265658880,0.17,0.05,0.98
265663808,0.18,0.05,0.98
265668736,0.16,0.04,0.99
265673688,0.17,0.04,0.99
265678624,0.17,0.03,1.00
265683560,0.18,0.05,0.98
265688480,0.17,0.03,1.00
265693432,0.18,0.05,0.99
265698376,0.18,0.04,1.00
265703320,0.17,0.04,0.99
265708248,0.19,0.04,1.00
265713160,0.18,0.04,1.02
265718096,0.16,0.04,1.00
265723008,0.16,0.03,1.00
265727936,0.16,0.03,1.00
265732848,0.16,0.03,1.02
265737808,0.15,0.03,1.01
265742736,0.18,0.03,1.01
265747680,0.17,0.03,1.02
265752616,0.16,0.03,1.03
265757568,0.15,0.01,1.02
265762488,0.15,0.01,1.01
265767432,0.16,0.01,1.02
265772376,0.17,0.02,1.00
265777320,0.16,0.02,1.02
265782248,0.16,0.01,1.01
265787176,0.16,0.01,1.00
265792104,0.15,0.01,0.99
265797064,0.15,0.01,1.00
265801992,0.16,0.01,1.01
265806960,0.15,0.01,1.00
265811888,0.16,0.02,1.00
265816808,0.15,-0.00,1.01
265821776,0.15,-0.00,1.01
265826752,0.13,0.01,0.99
265831720,0.13,0.01,1.01
265836664,0.12,0.02,1.02
265841600,0.13,0.02,1.00
265846520,0.12,0.00,1.00
265851448,0.13,0.01,1.00
265856376,0.12,-0.00,1.00
265861368,0.12,0.01,0.99
265866320,0.13,-0.00,0.98
265871288,0.11,0.01,1.00
265876232,0.11,0.01,0.98
265881160,0.12,0.02,0.97
265886088,0.12,0.00,0.98
265891032,0.11,0.01,0.98
265895976,0.11,0.01,0.99
265900904,0.10,0.00,0.99
265905816,0.10,0.01,0.98
265910744,0.11,-0.01,0.98
265915736,0.12,0.00,0.98
265920672,0.11,-0.02,0.96
265925656,0.10,-0.01,0.97
265930624,0.11,-0.00,0.97
265935576,0.11,-0.02,0.97
265940536,0.10,-0.01,0.98
265945496,0.11,-0.01,0.96
265950480,0.10,-0.01,0.95
265955432,0.12,-0.01,0.96
265960424,0.10,-0.01,0.95
265965400,0.09,-0.00,0.97
265970360,0.10,0.01,0.95
265975304,0.11,-0.01,0.96
265980280,0.10,-0.01,0.98
265985240,0.10,-0.00,0.98
265990184,0.09,-0.01,0.97
265995144,0.09,-0.01,0.97
266000104,0.09,-0.01,0.98
266005096,0.10,-0.01,0.97
266010072,0.10,-0.01,0.98
266015048,0.09,-0.02,0.98
266020000,0.09,-0.01,0.97
266024976,0.08,-0.01,0.97
266029944,0.08,-0.01,0.98
266034904,0.08,-0.01,0.99
266039880,0.08,-0.02,0.99
266044816,0.08,-0.01,1.00
266049800,0.08,-0.01,0.98
266054760,0.07,0.00,0.98
266059696,0.09,-0.01,0.99
266064664,0.08,-0.01,1.00
266069624,0.07,-0.02,0.99
266074584,0.07,-0.03,0.99
266079536,0.04,-0.02,0.99
266084496,0.06,-0.03,0.98
266089456,0.05,-0.03,0.99
266094416,0.07,-0.03,0.98
266099376,0.07,-0.03,0.97
266104368,0.06,-0.03,0.99
266109344,0.08,-0.03,0.98
266114328,0.07,-0.01,1.00
266119272,0.07,-0.03,0.98
266124232,0.07,-0.01,0.98
266129200,0.07,-0.03,0.99
266134152,0.07,-0.01,0.98
266139120,0.08,-0.01,0.98
266144088,0.08,-0.03,0.97
266149048,0.08,-0.03,0.98
266154000,0.08,-0.03,0.97
266158984,0.07,-0.03,0.96
266163952,0.08,-0.02,0.97
266168904,0.09,-0.03,0.97
266173864,0.08,-0.03,0.97
266178840,0.09,-0.03,0.96
266183800,0.09,-0.01,0.97
266188768,0.10,-0.01,0.95
266193744,0.08,-0.03,0.94
266198728,0.08,-0.01,0.95
266203720,0.09,-0.00,0.94
266208680,0.10,-0.01,0.94
266213680,0.10,-0.01,0.94
266218672,0.11,-0.01,0.94
266223672,0.10,-0.01,0.92
266228656,0.12,-0.01,0.92
266233656,0.12,0.00,0.92
266238592,0.11,-0.00,0.92
266243552,0.11,0.01,0.91
266248496,0.11,0.01,0.91
266253432,0.11,0.01,0.91
266258384,0.11,0.03,0.89
266263336,0.05,-0.09,0.86
266268272,0.12,0.05,0.88
266273184,0.10,0.02,0.91
266278088,0.11,0.03,0.87
266283000,0.15,0.05,0.90
266287944,0.16,0.07,0.90
266292864,0.19,0.08,0.90
266297768,0.19,0.07,0.89
266302712,0.19,0.03,0.90
266307640,0.25,0.06,0.87
266312568,0.20,0.08,0.90
266317472,0.16,0.10,0.87
266322392,0.18,0.08,0.89
266327336,0.17,0.07,0.89
266332280,0.15,0.10,0.88
266337200,0.13,0.05,0.87
266342136,0.16,0.09,0.88
266347072,0.11,0.08,0.87
266351992,0.15,0.08,0.88
266356944,0.14,0.06,0.89
266361880,0.14,0.09,0.88
266366800,0.16,0.07,0.89
266371720,0.13,0.11,0.89
266376672,0.13,0.13,0.89
266381640,0.21,0.12,0.88
266386576,0.14,0.15,0.89
266391520,0.15,0.13,0.89
266396448,0.15,0.14,0.90
266401392,0.12,0.12,0.88
266406352,0.27,0.18,0.89
266411296,0.21,0.18,0.92
266416240,0.02,0.24,0.87
266421152,0.09,0.13,0.86
266426072,0.15,0.12,0.87
266431048,0.15,0.12,0.87
266435992,0.11,0.13,0.86
266440968,0.11,0.12,0.82
266445904,0.14,0.14,0.87
266450848,0.08,0.14,0.88
266455776,0.04,0.17,0.91
266460720,0.03,0.17,0.92
266465656,0.00,0.20,0.93
266470496,-0.03,0.17,0.94
266475464,0.03,0.15,0.95
266480400,-0.02,0.17,0.96
266485392,-0.02,0.14,1.00
266490360,-0.04,0.12,1.05
266495360,-0.03,0.12,1.05
266500360,-0.03,0.10,1.04
266505344,0.02,0.09,1.03
266510280,0.00,0.03,0.99
266515104,-0.01,-0.64,1.93
266520136,-0.21,-0.17,1.33
266525168,0.56,-0.35,2.01
266530168,0.54,-0.25,1.66
266535176,-0.11,-0.30,1.56
266540208,-0.05,-0.19,1.54
266545200,0.15,0.03,1.54
266550168,0.26,0.12,1.48
266555128,0.25,0.08,1.39
266560088,0.23,0.06,1.34
266565048,0.15,0.07,1.27
266570032,0.07,0.07,1.22
266574976,0.02,0.05,1.10
266579920,0.16,-0.05,1.14
266584888,0.23,-0.05,0.97
266525168,266584888,2.12,0.56,-0.35,2.01,tap-1
266646704,0.22,0.03,0.94
266651640,0.20,0.03,0.94
266656592,0.25,0.00,0.95
266661512,0.22,0.00,0.92
266666440,0.19,0.02,0.90
266671368,0.17,0.03,0.88
266676304,0.18,0.05,0.86
266681240,0.17,0.03,0.85
266686168,0.18,0.06,0.83
266691112,0.17,0.08,0.82
266696056,0.18,0.09,0.81
266701016,0.15,0.10,0.79
266705944,0.16,0.10,0.79
266710872,0.16,0.10,0.79
266715800,0.14,0.11,0.78
266720744,0.15,0.11,0.78
266725704,0.18,0.09,0.80
266730640,0.09,0.08,0.79
266735544,0.21,0.09,0.79
266740472,0.14,0.13,0.84
266745416,0.09,0.08,0.83
266750344,0.05,0.09,0.82
266755272,0.17,0.06,0.86
266760184,0.12,0.07,0.86
266765120,0.08,0.06,0.86
266770032,0.05,0.06,0.87
266774944,0.03,0.06,0.91
266779888,0.03,0.05,0.90
266784760,-0.03,0.05,0.91
266789728,-0.05,0.04,0.92
266794712,-0.05,0.03,0.93
266799680,-0.09,0.06,0.93
266804632,-0.11,0.07,0.92
266809624,-0.14,0.05,0.91
266814592,-0.17,0.06,0.92
266819576,-0.19,0.04,0.94
266824552,-0.18,0.05,0.93
266829528,-0.18,0.06,0.92
266834496,-0.18,0.05,0.92
266839464,-0.20,0.05,0.93
266844424,-0.19,0.05,0.92
266849400,-0.19,0.05,0.93
266854376,-0.16,0.06,0.93
266859352,-0.15,0.04,0.94
266864344,-0.15,0.03,0.94
266869336,-0.13,0.03,0.95
266874312,-0.15,0.04,0.96
266879312,-0.11,0.04,0.96
266884280,-0.10,0.02,0.95
266889216,-0.09,0.03,0.97
266894192,-0.09,0.03,0.95
266899144,-0.08,0.06,0.93
266904104,-0.06,-0.02,0.93
266909104,-0.09,0.04,0.93
266914088,0.04,-0.58,1.66
266919064,-0.23,-0.26,1.34
266924112,0.27,-0.39,1.88
266929120,0.23,-0.28,1.63
266934112,-0.19,-0.29,1.43
266939144,-0.18,-0.20,1.34
266944152,-0.05,-0.07,1.29
266949136,0.06,-0.02,1.32
266954088,0.14,0.01,1.32
266959072,0.11,0.00,1.25
266964032,-0.00,-0.02,1.17
266969040,-0.03,-0.00,1.12
266974064,-0.01,-0.02,1.08
266979064,0.10,-0.01,1.01
266924112,266979064,1.93,0.27,-0.39,1.88,tap-2
267040904,0.03,-0.05,0.98
267045832,0.05,-0.05,1.02
267050784,0.07,-0.05,1.01
267055752,0.06,-0.06,1.00
267060696,0.07,-0.06,1.02
267065656,0.07,-0.05,0.98
267070608,0.05,-0.05,1.01
267075552,0.06,-0.05,1.00
267080496,0.03,-0.03,1.02
267085464,0.02,-0.03,1.00
267090408,-0.01,-0.03,1.02
267095424,0.01,-0.02,1.03
267100400,0.01,-0.03,1.02
267105384,0.02,-0.01,1.00
267110344,0.03,-0.01,1.00
267115320,0.02,-0.01,1.00
267120280,0.03,-0.01,1.00
267125240,0.03,-0.01,1.00
267130200,0.04,0.01,1.00
267135120,0.05,0.01,0.99
267140064,0.07,0.02,0.98
267144968,0.07,0.01,0.97
267149936,0.06,0.03,0.97
267154856,0.08,0.03,0.95
267159784,0.07,0.03,0.95
267164704,0.06,0.03,0.95
267169624,0.07,0.05,0.95
267174536,0.06,0.03,0.94
267179464,0.03,0.04,0.92
267184392,0.04,0.04,0.93
267189312,0.03,0.04,0.93
267194240,0.03,0.03,0.92
267199160,0.05,0.04,0.93
267204088,0.08,0.04,0.91
267209016,0.07,0.04,0.92
267213928,0.08,0.03,0.91
267218840,0.08,0.03,0.91
267223752,0.09,0.04,0.91
267228680,0.09,0.04,0.91
267233608,0.11,0.04,0.91
267238528,0.10,0.04,0.92
267243448,0.11,0.05,0.94
267248384,0.10,0.05,0.94
267253312,0.10,0.05,0.93
267258248,0.10,0.05,0.94
267263160,0.10,0.04,0.93
267268064,0.11,0.03,0.93
267273000,0.11,0.04,0.94
267277920,0.13,0.03,0.95
267282856,0.13,0.05,0.96
267287784,0.12,0.05,0.95
267292704,0.12,0.04,0.96
267297656,0.11,0.05,0.95
267302600,0.13,0.03,0.95
267307544,0.12,0.03,0.96
267312472,0.13,0.04,0.96
267317400,0.13,0.05,0.96
267322344,0.13,0.05,0.98
267327288,0.13,0.05,0.98
267332208,0.12,0.04,0.98
267337136,0.14,0.06,0.98
267342080,0.14,0.04,0.98
267347032,0.12,0.05,0.97
267351960,0.13,0.06,0.98
267356896,0.13,0.04,0.98
267361832,0.12,0.04,0.99
267366752,0.12,0.05,0.99
267371680,0.10,0.04,0.98
267376600,0.10,0.04,0.98
267381512,0.10,0.05,0.98
267386416,0.09,0.06,0.98
267391344,0.08,0.05,0.99
267396272,0.10,0.05,0.98
267401176,0.08,0.05,0.97
267406080,0.11,0.07,0.99
267411024,0.10,0.05,0.99
267415936,0.09,0.05,0.98
267420848,0.09,0.06,0.97
267425744,0.08,0.06,0.98
267430656,0.08,0.06,0.97
267435592,0.09,0.06,0.96
267440504,0.08,0.06,0.97
267445408,0.09,0.07,0.99
267450320,0.09,0.06,0.97
267455256,0.09,0.07,0.98
267460168,0.09,0.06,0.98
267465072,0.08,0.07,0.96
267470008,0.10,0.06,0.96
267474904,0.09,0.06,0.95
267479808,0.11,0.06,0.96
267484744,0.08,0.06,0.97
267489672,0.09,0.05,0.94
267494592,0.10,0.05,0.95
267499480,0.10,0.05,0.95
267504392,0.10,0.06,0.97
267509320,0.10,0.02,0.96
267514256,0.13,0.03,0.97
267519176,0.11,0.05,0.95
267524112,0.13,0.05,0.96
267529040,0.06,0.07,0.96
267533992,0.10,0.07,0.97
267538920,0.10,0.06,0.96
267543840,0.08,0.07,0.96
267548744,0.10,0.07,0.97
267553672,0.10,0.04,0.98
267558600,0.10,0.06,0.95
267563528,0.11,0.06,0.95
267568448,0.09,0.05,0.96
267573360,0.09,0.04,0.97
267578296,0.07,0.05,0.99
267583200,0.06,0.04,0.98
267588128,0.08,0.03,0.97
267593048,0.09,0.03,0.97
267597960,0.08,0.06,0.97
267602888,0.08,0.01,0.96
267607800,0.11,0.05,0.97
267612744,0.10,0.05,0.97
267617656,0.10,0.05,0.96
267622600,0.10,0.05,0.97
267627520,0.10,0.05,0.94
267632432,0.10,0.04,0.96
267637352,0.13,0.04,0.98
267642296,0.11,0.04,0.98
267647248,0.12,0.04,0.94
267652184,0.12,0.04,0.98
267657104,0.13,0.03,0.97
267662040,0.13,0.03,0.97
267666984,0.13,0.04,0.98
267671904,0.13,0.04,0.96
267676840,0.13,0.04,0.98
267681752,0.13,0.04,0.97
267686688,0.13,0.04,0.96
267691624,0.13,0.03,0.97
267696568,0.11,0.03,0.97
267701496,0.11,0.03,0.97
267706424,0.11,0.05,0.98
267711352,0.10,0.03,0.96
267716288,0.10,0.05,0.97
267721240,0.08,0.05,0.96
267726152,0.08,0.04,0.96
267731064,0.08,0.04,0.96
267735992,0.09,0.04,0.97
267740904,0.07,0.05,0.97
267745832,0.07,0.05,0.96
267750744,0.07,0.04,0.95
267755656,0.07,0.05,0.96
267760584,0.07,0.03,0.96
267765504,0.07,0.05,0.94
267770440,0.08,0.05,0.95
267775352,0.08,0.05,0.97
267780296,0.09,0.04,0.96
267785200,0.08,0.05,0.96
267790120,0.11,0.03,0.96
267795048,0.12,0.03,0.96
267799992,0.11,0.03,0.98
267804936,0.11,0.03,0.97
267809872,0.11,0.03,0.98
267814784,0.11,0.03,0.97
267819720,0.11,0.03,0.98
267824664,0.11,0.02,0.97
267829608,0.10,0.03,0.99
267834536,0.10,0.02,0.98
267839440,0.10,0.03,0.98
267844344,0.09,0.03,0.98
267849272,0.09,0.04,0.99
267854176,0.09,0.04,0.98
267859088,0.09,0.04,0.99
267864008,0.10,0.03,0.98
267868920,0.10,0.03,0.98
267873832,0.09,0.03,0.97
267878744,0.11,0.03,0.98
267883664,0.11,0.03,0.97
267888600,0.10,0.02,0.97
267893512,0.10,0.03,0.97
267898424,0.10,0.02,0.97
267903344,0.10,0.02,0.97
267908272,0.10,0.04,0.96
267913176,0.11,0.03,0.97
267918104,0.11,0.03,0.97
267923032,0.11,0.02,0.98
267927968,0.10,0.03,0.99
267932896,0.08,0.01,0.99
267937808,0.09,0.02,0.98
267942720,0.10,0.02,1.00
267947656,0.10,0.02,0.98
267952584,0.10,0.01,0.98
267957520,0.08,0.02,0.99
267962424,0.10,0.02,0.97
267967336,0.09,0.02,0.97
267972264,0.09,0.01,0.95
267977192,0.08,0.03,0.98
267982104,0.08,0.03,0.97
267987016,0.09,0.03,0.96
267991928,0.08,0.02,0.97
267996848,0.07,0.02,0.99
268001760,0.07,0.02,0.98
268006672,0.08,0.02,0.97
268011608,0.09,0.02,0.98
268016512,0.08,0.00,0.97
268021432,0.08,0.02,0.98
268026360,0.10,0.01,0.98
268031312,0.09,0.01,0.96
268036248,0.11,0.01,0.97
268041176,0.10,0.01,0.96
268046104,0.10,0.01,0.96
268051048,0.10,0.02,0.97
268055976,0.09,0.01,0.97
268060904,0.09,0.01,0.97
268065816,0.09,0.02,0.97
268070720,0.09,0.01,0.97
268075680,0.08,0.02,0.98
268080600,0.08,0.01,0.98
268085520,0.07,0.01,0.99
268090456,0.07,0.01,0.98
268095368,0.09,0.01,1.00
268100304,0.07,0.01,0.98
268105224,0.09,0.00,0.99
268110128,0.10,0.00,0.99
268115048,0.10,0.00,0.98
268119976,0.08,0.01,0.99
268124904,0.06,0.00,0.96
268129824,0.07,0.00,0.96
268134744,0.08,-0.01,0.96
268139704,0.09,0.02,0.97
268144616,0.10,0.02,0.95
268149544,0.11,0.00,0.96
268154472,0.11,0.02,0.97
268159408,0.13,0.01,0.98
268164360,0.12,0.01,0.98
268169304,0.11,-0.01,0.97
268174296,0.11,-0.01,0.98
268179280,0.11,-0.00,0.98
268184256,0.13,-0.01,0.98
268189232,0.13,-0.03,0.99
268194216,0.11,0.01,1.00
268199136,0.06,-0.02,0.98
268204096,0.10,0.02,1.00
268209008,0.10,0.02,0.97
268213936,0.10,-0.01,0.96
268218936,0.11,0.01,0.97
268223880,0.10,0.02,0.97
268228808,0.12,0.03,0.97
268233736,0.12,0.04,0.95
268238664,0.12,0.04,0.95
268243608,0.11,0.05,0.96
268248552,0.12,0.04,0.96
268253480,0.12,0.04,0.97
268258408,0.13,0.05,0.96
268263336,0.11,0.05,0.96
268268280,0.13,0.04,0.96
268273208,0.13,0.04,0.96
268278144,0.12,0.05,0.98
268283064,0.16,0.04,0.97
268288000,0.16,0.03,0.96
268292936,0.16,0.03,0.96
268297880,0.16,0.03,0.95
268302808,0.17,0.04,0.93
268307736,0.20,0.04,0.93
268312648,0.19,0.03,0.94
268317592,0.18,0.05,0.94
268322520,0.20,0.06,0.90
268327440,0.18,0.04,0.92
268332360,0.18,0.06,0.90
268337288,0.19,0.03,0.90
268342216,0.17,0.06,0.91
268347144,0.20,0.06,0.92
268352080,0.16,0.09,0.92
268357008,0.15,0.09,0.92
268361976,0.16,0.09,0.91
268366904,0.16,0.09,0.91
268371832,0.13,0.08,0.93
268376760,0.13,0.09,0.94
268381688,0.16,0.05,0.94
268386640,0.12,0.08,0.94
268391576,0.12,0.09,0.94
268396496,0.15,0.08,0.93
268401432,0.14,0.07,0.94
268406360,0.13,0.06,0.92
268411312,0.13,0.06,0.93
268416248,0.11,0.06,0.94
268421168,0.12,0.06,0.94
268426104,0.12,0.06,0.94
268431032,0.10,0.06,0.94
268435976,0.11,0.06,0.92
268440904,0.09,0.07,0.90
268445808,0.10,0.08,0.90
268450720,0.10,0.08,0.89
268455640,0.13,0.09,0.89
268460600,0.11,0.09,0.92
268465544,0.13,0.10,0.92
268470496,0.13,0.09,0.90
268475424,0.10,0.12,0.92
268480352,0.07,0.12,0.91
268485296,0.05,0.14,0.90
268490232,0.10,0.15,0.91
268495160,0.12,0.16,0.92
268500104,0.12,0.14,0.94
268505056,0.07,0.12,0.95
268510000,0.11,0.06,0.91
268514960,0.06,0.13,0.92
268519904,0.10,0.07,0.93
268524808,0.17,0.02,0.92
268529736,0.12,0.17,0.88
268534680,0.13,-0.03,0.86
268539672,0.14,-0.30,1.08
268544672,-0.03,-0.29,1.40
268549688,0.38,-0.47,1.82
268554704,0.50,-0.27,1.68
268559696,0.02,-0.32,1.45
268564712,-0.19,-0.31,1.43
268569752,-0.06,-0.16,1.47
268574776,0.03,-0.07,1.48
268579736,0.03,-0.04,1.50
268584688,-0.01,-0.06,1.43
268589720,-0.04,-0.06,1.35
268594728,-0.09,-0.05,1.28
268599736,-0.05,-0.10,1.16
268604736,-0.00,-0.06,1.07
268609728,0.10,-0.06,0.97
268549688,268609728,1.91,0.38,-0.47,1.82,tap-1
268671528,0.28,-0.10,0.98
268676512,0.25,-0.07,0.98
268681480,0.23,-0.08,0.98
268686440,0.21,-0.08,0.98
268691400,0.21,-0.07,0.97
268696368,0.18,-0.06,0.97
268701336,0.14,-0.03,0.94
268706328,0.10,-0.05,0.94
268711288,0.09,-0.03,0.93
268716264,0.10,0.01,0.90
268721184,0.09,-0.00,0.89
268726120,0.08,0.04,0.89
268731032,0.07,0.03,0.90
268735952,0.05,0.04,0.87
268740888,0.10,-0.02,0.87
268745832,0.05,0.08,0.86
268750744,-0.00,0.08,0.84
268755688,0.05,0.05,0.84
268760616,0.07,0.05,0.86
268765544,0.05,0.07,0.84
268770456,0.02,0.06,0.84
268775376,0.05,0.07,0.84
268780296,0.07,0.06,0.85
268785232,0.07,0.05,0.84
268790152,0.07,0.05,0.84
268795072,0.06,0.03,0.86
268799984,0.05,0.02,0.85
268804904,0.04,0.02,0.85
268809800,0.03,0.02,0.88
268814696,0.01,0.01,0.87
268819632,0.01,0.02,0.88
268824528,-0.02,0.03,0.89
268829472,-0.06,0.03,0.89
268834400,-0.06,0.02,0.91
268839360,-0.07,0.03,0.91
268844328,-0.11,0.01,0.93
268849336,-0.12,0.01,0.91
268854336,-0.15,0.01,0.91
268859328,-0.16,0.02,0.92
268864312,-0.16,0.02,0.91
268869288,-0.16,0.01,0.90
268874256,-0.16,0.01,0.91
268879216,-0.16,-0.00,0.90
268884216,-0.15,0.02,0.91
268889176,-0.13,0.01,0.91
268894128,-0.11,-0.00,0.92
268899144,-0.10,0.00,0.92
268904104,-0.09,0.01,0.90
268909064,-0.08,0.00,0.91
268914008,-0.07,-0.01,0.93
268919016,-0.04,-0.01,0.94
268924040,-0.04,-0.03,0.94
268929056,0.00,-0.01,0.97
268933944,-0.01,0.00,0.95
268938896,-0.01,0.01,0.94
268943856,-0.02,0.03,0.95
268948800,-0.01,0.02,0.94
268953744,0.01,0.01,0.95
268958672,0.05,-0.01,0.95
268963632,0.08,-0.03,0.92
268968616,-0.03,-0.50,1.78
268973616,0.01,-0.51,1.45
268978608,0.56,-0.46,1.99
268983616,0.25,-0.34,1.60
268988624,-0.16,-0.42,1.50
268993664,-0.16,-0.25,1.44
268998704,0.05,-0.12,1.44
269003688,0.22,-0.07,1.39
269008680,0.19,-0.08,1.32
269013672,0.07,-0.12,1.21
269018680,-0.03,-0.09,1.14
269023712,-0.08,-0.10,1.08
269028704,-0.03,-0.13,0.97
268978608,269028704,2.12,0.56,-0.46,1.99,tap-2
269090592,0.02,-0.14,0.96
